 id,prompt,answer,family,rule_name,source
synv1_gra_000002,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 5.35s, distance = 102.47 m
For t = 2.11s, distance = 15.94 m
For t = 3.20s, distance = 36.66 m
For t = 3.91s, distance = 54.73 m
For t = 3.1s, distance = 33.52 m
For t = 3.5s, distance = 43.36 m
Now, determine the falling distance for t = 2.38s given d = 0.5*g*t^2.",20.28,gravity_formula,gravity_constant,synthetic_v1
synv1_num_000002,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
88 -> LXXXVIII
362 -> CCCLXII
288 -> CCLXXXVIII
398 -> CCCXCVIII
Now, write the number 374 in the Wonderland numeral system.",CCCLXXIV,numeral_system,roman_numeral,synthetic_v1
synv1_tex_000002,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
hgz cuszyh vfuylzcc uwdquyzc -> the silent princess imagines
xpq jkusxc fumzf -> dog builds river
hgz guxxzy chkxzyh npsspbc -> the hidden student follows
xfdqpy xfdbc vphupy -> dragon draws potion
hgz wdqulds gdhhzf lfzdhzc -> the magical hatter creates
Now, decrypt the following text: vfuylzcc jkusxc hgz guxxzy vphupy",princess builds the hidden potion,text_decryption,monoalphabetic_substitution,synthetic_v1
synv1_uni_000002,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
25.9 m becomes 39.11
74.48 m becomes 112.39
34.76 m becomes 52.45
75.16 m becomes 113.42
Now, convert the following measurement: 44.1 m",66.58,unit_conversion,linear_scale,synthetic_v1
synv1_bit_000003,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
01111100 -> 11001001
00000100 -> 11001001
10001110 -> 11001001
10100111 -> 11001001
11110110 -> 11001001
11010001 -> 11001001
01011110 -> 11001001

Now, determine the output for: 00110000",11001001,bit_manipulation,mask_mix_8e_9f_56,synthetic_v1
synv1_equ_000003,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
<%| = ~%&
:[|!) = +#&:(
<&(/\ = ~`'_>
([$_([ = '#""['#
Now, determine the result for: !""-|*(",:-\&;',equation_symbol_transformation,symbol_substitution,synthetic_v1
synv1_gra_000003,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 2.29s, distance = 52.55 m
For t = 4.39s, distance = 193.11 m
For t = 3.16s, distance = 100.06 m
For t = 2.47s, distance = 61.13 m
For t = 4.3s, distance = 184.41 m
Now, determine the falling distance for t = 5.48s given d = 0.5*g*t^2.",300.90,gravity_formula,gravity_constant,synthetic_v1
synv1_num_000003,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
206 -> CCVI
117 -> CXVII
32 -> XXXII
282 -> CCLXXXII
56 -> LVI
Now, write the number 219 in the Wonderland numeral system.",CCXIX,numeral_system,roman_numeral,synthetic_v1
synv1_tex_000003,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
oxb xjppbz pft hmjoby -> the hidden dog writes
vmjzgbyy fvbzy trmpbz -> princess opens garden
yoapbzo fvbzy ybgmbo -> student opens secret
oxb ujmp ljzpy oxb hjyb uffi -> the bird finds the wise book
hjwrmp hmjoby jzyjpb sfazorjz -> wizard writes inside mountain
Now, decrypt the following text: pft fvbzy ybgmbo",dog opens secret,text_decryption,monoalphabetic_substitution,synthetic_v1
synv1_uni_000003,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
67.32 m becomes 121.11
34.09 m becomes 61.33
72.90 m becomes 131.15
43.3 m becomes 77.88
35.4 m becomes 63.61
19.1 m becomes 34.27
Now, convert the following measurement: 2.6 m",4.61,unit_conversion,linear_scale,synthetic_v1
synv1_bit_000004,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10001010 -> 01100011
10101111 -> 11000111
01001101 -> 10011011
00101110 -> 11110111
01011101 -> 10011001
01011111 -> 11011001
01011001 -> 00011001

Now, determine the output for: 00001000",00110011,bit_manipulation,rotl5_xor_32,synthetic_v1
synv1_equ_000004,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
?_+*~# = `""-($~
:^""+~\ = <;>-$#
)]+ = ?!-
'_>~&' = )""%$*)
Now, determine the result for: ~%*`$+",$:(]\-,equation_symbol_transformation,symbol_substitution,synthetic_v1
synv1_gra_000004,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 3.2s, distance = 85.81 m
For t = 1.8s, distance = 25.96 m
For t = 2.18s, distance = 39.83 m
For t = 3.5s, distance = 100.90 m
For t = 1.93s, distance = 31.21 m
For t = 3.8s, distance = 119.10 m
Now, determine the falling distance for t = 4.34s given d = 0.5*g*t^2.",157.84,gravity_formula,gravity_constant,synthetic_v1
synv1_num_000004,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
314 -> CCCXIV
258 -> CCLVIII
137 -> CXXXVII
111 -> CXI
117 -> CXVII
8 -> VIII
Now, write the number 208 in the Wonderland numeral system.",CCVIII,numeral_system,roman_numeral,synthetic_v1
synv1_tex_000004,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
alt vwpatmszep vzept jznnzop -> the mysterious mouse follows
lbaatm jschp vbr -> hatter finds map
lbaatm klbptp echtm kbpant -> hatter chases under castle
kba zrtcp xbnntw -> cat opens valley
kba hspkzxtmp ctbm ptkmta -> cat discovers near secret
Now, decrypt the following text: vzept jschp echtm xbnntw",mouse finds under valley,text_decryption,monoalphabetic_substitution,synthetic_v1
synv1_uni_000004,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
15.90 m becomes 19.05
34.88 m becomes 41.79
72.63 m becomes 87.01
6.08 m becomes 7.28
27.06 m becomes 32.42
Now, convert the following measurement: 56.55 m",67.75,unit_conversion,linear_scale,synthetic_v1
synv1_bit_000005,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00110101 -> 00100001
00001011 -> 00110001
11011100 -> 00100000
10000000 -> 00110000
10100110 -> 00110000
11001101 -> 00110001

Now, determine the output for: 11111001",00100001,bit_manipulation,mask_mix_31_e4_d4,synthetic_v1
synv1_equ_000005,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
][>` = ;""-/
!#> = `$-
$\_^^> = ]&\<<-
/\#>? = %&$-[
:)!@ = :*`>
%:>% = ^:-^
Now, determine the result for: ~>&",)-?,equation_symbol_transformation,symbol_substitution,synthetic_v1
synv1_gra_000005,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 3.4s, distance = 33.16 m
For t = 5.38s, distance = 84.52 m
For t = 1.80s, distance = 9.46 m
For t = 2.4s, distance = 16.82 m
For t = 2.21s, distance = 14.26 m
For t = 2.06s, distance = 12.39 m
Now, determine the falling distance for t = 1.18s given d = 0.5*g*t^2.",4.07,gravity_formula,gravity_constant,synthetic_v1
synv1_num_000005,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
396 -> CCCXCVI
22 -> XXII
13 -> XIII
197 -> CXCVII
40 -> XL
120 -> CXX
Now, write the number 218 in the Wonderland numeral system.",CCXVIII,numeral_system,roman_numeral,synthetic_v1
synv1_tex_000005,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
bwm pqrmeb gqalif filgp -> the silent wizard draws
gqalif imlfp hlrrmc -> wizard reads valley
bwm gqpm fvo quloqemp -> the wise dog imagines
xkmme zqefp hlrrmc -> queen finds valley
bwm xkmme ywlpmp bwm tiqowb uln -> the queen chases the bright map
Now, decrypt the following text: gqalif imlfp bwm gqpm hlrrmc",wizard reads the wise valley,text_decryption,monoalphabetic_substitution,synthetic_v1
synv1_uni_000005,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
50.0 m becomes 58.86
28.35 m becomes 33.34
35.5 m becomes 41.69
25.87 m becomes 30.42
7.0 m becomes 8.17
11.4 m becomes 13.45
Now, convert the following measurement: 58.87 m",69.23,unit_conversion,linear_scale,synthetic_v1
synv1_bit_000006,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00001010 -> 10010110
01101000 -> 11010000
10100001 -> 01000011
00111111 -> 00111010
00100110 -> 10100010
11011010 -> 10011101
01011001 -> 01011100
01111111 -> 00111000

Now, determine the output for: 10010011",00001111,bit_manipulation,reverse_xor_c6,synthetic_v1
synv1_equ_000006,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
')^&?$ = _`&%^-
@^_ = +&[
|^^""| = /&&\/
*)|>@ = *`/!+
''- = __;
Now, determine the result for: ^|;",&/',equation_symbol_transformation,symbol_substitution,synthetic_v1
synv1_gra_000006,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 2.61s, distance = 76.40 m
For t = 1.66s, distance = 30.90 m
For t = 1.4s, distance = 21.05 m
For t = 5.41s, distance = 328.24 m
Now, determine the falling distance for t = 2.7s given d = 0.5*g*t^2.",79.35,gravity_formula,gravity_constant,synthetic_v1
synv1_num_000006,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
36 -> XXXVI
80 -> LXXX
129 -> CXXIX
145 -> CXLV
223 -> CCXXIII
Now, write the number 260 in the Wonderland numeral system.",CCLX,numeral_system,roman_numeral,synthetic_v1
synv1_tex_000006,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
mpr bkfdjkh jkm qihhigt -> the magical cat follows
jkm jpktrt bko -> cat chases map
gdwkzy dbkfdlrt lrkz jktmhr -> wizard imagines near castle
jkm qihhigt yiiz -> cat follows door
mpr pdyyrl edzy jzrkmrt -> the hidden bird creates
Now, decrypt the following text: jkm jpktrt lrkz yiiz",cat chases near door,text_decryption,monoalphabetic_substitution,synthetic_v1
synv1_uni_000006,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
50.9 m becomes 24.79
53.96 m becomes 26.28
2.40 m becomes 1.17
Now, convert the following measurement: 79.88 m",38.90,unit_conversion,linear_scale,synthetic_v1
synv1_bit_000007,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00000001 -> 01001100
10101011 -> 11100110
00010101 -> 01011000
00000101 -> 01001000
00110101 -> 01111000
01000011 -> 00001110
10101100 -> 11100001

Now, determine the output for: 00111100",01110001,bit_manipulation,not_xor_b2,synthetic_v1
synv1_equ_000007,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
:$]!% = #>-/""
*\]<# = (:-`!
<$|$@^ = `>?>]~
$\-|+ = >:|?^
Now, determine the result for: ()$\",)\>:,equation_symbol_transformation,symbol_substitution,synthetic_v1
synv1_gra_000007,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 3.15s, distance = 33.74 m
For t = 2.41s, distance = 19.75 m
For t = 2.19s, distance = 16.31 m
For t = 1.19s, distance = 4.81 m
Now, determine the falling distance for t = 5.27s given d = 0.5*g*t^2.",94.43,gravity_formula,gravity_constant,synthetic_v1
synv1_num_000007,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
43 -> XLIII
81 -> LXXXI
340 -> CCCXL
233 -> CCXXXIII
163 -> CLXIII
53 -> LIII
Now, write the number 48 in the Wonderland numeral system.",XLVIII,numeral_system,roman_numeral,synthetic_v1
synv1_tex_000007,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
znl fiqbnz nezzli uiqzlx -> the bright hatter writes
znl fiqbnz siebyk ftqcsx -> the bright dragon builds
siebyk sieux ryzqyk -> dragon draws potion
xztslkz sqxwydlix flnqks jqiiyi -> student discovers behind mirror
znl bycslk riqkwlxx ftqcsx -> the golden princess builds
Now, decrypt the following text: znl fiqbnz siebyk sieux",the bright dragon draws,text_decryption,monoalphabetic_substitution,synthetic_v1
synv1_uni_000007,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
35.1 m becomes 28.79
15.2 m becomes 12.49
67.87 m becomes 55.72
58.70 m becomes 48.19
Now, convert the following measurement: 64.2 m",52.73,unit_conversion,linear_scale,synthetic_v1
synv1_bit_000008,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11110101 -> 00000100
00000001 -> 11110000
01101111 -> 10011110
00010010 -> 11100011
10010110 -> 01100111
01000101 -> 10110100
00101000 -> 11011001
00110100 -> 11000101
11111111 -> 00001110

Now, determine the output for: 00111101",11001100,bit_manipulation,not_xor_0e,synthetic_v1
synv1_equ_000008,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
#@""+~ = )""]@*
:'&#>` = |>;)+'
*+`!?( = <@'$[/
&[_/^ = ;?~!^
~//%%( = *!!%%/
Now, determine the result for: &@`!~#",";""'$*)",equation_symbol_transformation,symbol_substitution,synthetic_v1
synv1_gra_000008,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 4.23s, distance = 176.87 m
For t = 2.28s, distance = 51.39 m
For t = 1.46s, distance = 21.07 m
For t = 1.65s, distance = 26.91 m
For t = 1.81s, distance = 32.38 m
Now, determine the falling distance for t = 2.84s given d = 0.5*g*t^2.",79.73,gravity_formula,gravity_constant,synthetic_v1
synv1_num_000008,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
334 -> CCCXXXIV
188 -> CLXXXVIII
221 -> CCXXI
33 -> XXXIII
363 -> CCCLXIII
Now, write the number 243 in the Wonderland numeral system.",CCXLIII,numeral_system,roman_numeral,synthetic_v1
synv1_tex_000008,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
eqo mwyiqe rhooz wodxf -> the bright queen reads
nyudwx foof mbbt -> wizard sees book
xwdibz wodxf moqyzx lbhzedyz -> dragon reads behind mountain
swyzjoff kbaabnf kbwofe -> princess follows forest
swyzjoff yldiyzof eqo lvfeowybhf idwxoz -> princess imagines the mysterious garden
Now, decrypt the following text: rhooz foof moqyzx kbwofe",queen sees behind forest,text_decryption,monoalphabetic_substitution,synthetic_v1
synv1_uni_000008,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
33.34 m becomes 17.40
72.02 m becomes 37.59
39.36 m becomes 20.55
40.81 m becomes 21.30
71.8 m becomes 37.49
31.81 m becomes 16.60
Now, convert the following measurement: 76.7 m",40.02,unit_conversion,linear_scale,synthetic_v1
synv1_bit_000009,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00100101 -> 00111010
10010100 -> 00101010
11010101 -> 00101010
11101101 -> 00111010
01001011 -> 00111010
01101101 -> 00111010
10111000 -> 00101010
11110010 -> 00101010

Now, determine the output for: 10111010",00101010,bit_manipulation,mask_mix_12_aa_90,synthetic_v1
synv1_equ_000009,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
-:""]<"" = -;<&\<
:""# = ;<>
-`"" = -^<
[-(<'% = (-~\""/
]': = &"";
%(& = /~*
Now, determine the result for: -:&%'","-;*/""",equation_symbol_transformation,symbol_substitution,synthetic_v1
synv1_gra_000009,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 2.48s, distance = 35.61 m
For t = 5.4s, distance = 171.35 m
For t = 3.32s, distance = 63.82 m
For t = 1.09s, distance = 6.88 m
For t = 2.44s, distance = 34.47 m
For t = 1.34s, distance = 10.40 m
Now, determine the falling distance for t = 4.44s given d = 0.5*g*t^2.",114.14,gravity_formula,gravity_constant,synthetic_v1
synv1_num_000009,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
263 -> CCLXIII
387 -> CCCLXXXVII
23 -> XXIII
123 -> CXXIII
219 -> CCXIX
Now, write the number 96 in the Wonderland numeral system.",XCVI,numeral_system,roman_numeral,synthetic_v1
synv1_tex_000009,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
wkm rdnm czihyv nmmn -> the wise dragon sees
cyh jodqcn uix -> dog builds map
jdzc duihdvmn hizcmv -> bird imagines garden
nwocmvw rzdwmn wkm hyqcmv uyovwidv -> student writes the golden mountain
wkm nwocmvw gzmiwmn wkm rdnm tyzmnw -> the student creates the wise forest
Now, decrypt the following text: czihyv jodqcn hizcmv",dragon builds garden,text_decryption,monoalphabetic_substitution,synthetic_v1
synv1_uni_000009,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
25.57 m becomes 14.57
17.93 m becomes 10.22
66.2 m becomes 37.72
55.99 m becomes 31.91
Now, convert the following measurement: 72.18 m",41.14,unit_conversion,linear_scale,synthetic_v1
synv1_bit_000010,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11000001 -> 01111111
11101000 -> 01010110
10011000 -> 00100110
00110010 -> 10001100
00101100 -> 10010010
11010101 -> 01101011
00001100 -> 10110010

Now, determine the output for: 01110110",11001000,bit_manipulation,xor_be,synthetic_v1
synv1_equ_000010,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
[*:^%) = _'@/|]
)~' = ]\[
:&] = @""(
>\?)_# = ?~`]$)
`\- = >~:
""`[[<"" = %>__^%
Now, determine the result for: ])*",(]',equation_symbol_transformation,symbol_substitution,synthetic_v1
synv1_gra_000010,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 4.38s, distance = 28.97 m
For t = 3.05s, distance = 14.05 m
For t = 4.93s, distance = 36.70 m
For t = 2.94s, distance = 13.05 m
For t = 4.04s, distance = 24.65 m
Now, determine the falling distance for t = 1.03s given d = 0.5*g*t^2.",1.60,gravity_formula,gravity_constant,synthetic_v1
synv1_num_000010,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
82 -> LXXXII
225 -> CCXXV
106 -> CVI
371 -> CCCLXXI
209 -> CCIX
Now, write the number 267 in the Wonderland numeral system.",CCLXVII,numeral_system,roman_numeral,synthetic_v1
synv1_tex_000010,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
hoj ofaajd uefdwjkk wejvhjk -> the hidden princess creates
wvh yfdak kjwejh -> cat finds secret
hoj kfnjdh wvh aevqk -> the silent cat draws
aevizd qefhjk pzzb -> dragon writes book
uefdwjkk yfdak rvu -> princess finds map
Now, decrypt the following text: uefdwjkk yfdak hoj kfnjdh pzzb",princess finds the silent book,text_decryption,monoalphabetic_substitution,synthetic_v1
synv1_uni_000010,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
18.81 m becomes 23.49
79.79 m becomes 99.66
20.67 m becomes 25.82
Now, convert the following measurement: 13.41 m",16.75,unit_conversion,linear_scale,synthetic_v1
synv1_bit_000011,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00010110 -> 01001101
00000001 -> 10101111
01001011 -> 11100110
01111010 -> 11000000
01101111 -> 01100010
01001101 -> 00100110
10111001 -> 10111000
01110101 -> 00100001
10111000 -> 10011000

Now, determine the output for: 00001000",10001110,bit_manipulation,rotr3_xor_8f,synthetic_v1
synv1_equ_000011,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
(#%\""| = +*<`#[
!%#"" = ;<*#
/'#%* = (]*<>
`|+<: = -[)\?
*--'&| = >%%]&[
+^`[/ = )!-'(
Now, determine the result for: #<\!",*\`;,equation_symbol_transformation,symbol_substitution,synthetic_v1
synv1_gra_000011,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 2.59s, distance = 52.89 m
For t = 1.80s, distance = 25.55 m
For t = 2.80s, distance = 61.82 m
For t = 3.91s, distance = 120.55 m
For t = 4.75s, distance = 177.91 m
Now, determine the falling distance for t = 5.64s given d = 0.5*g*t^2.",250.82,gravity_formula,gravity_constant,synthetic_v1
synv1_num_000011,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
10 -> X
338 -> CCCXXXVIII
179 -> CLXXIX
322 -> CCCXXII
210 -> CCX
55 -> LV
Now, write the number 71 in the Wonderland numeral system.",LXXI,numeral_system,roman_numeral,synthetic_v1
synv1_tex_000011,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
ngy pxty pxqclb hxrbt -> the wise wizard finds
ngy txkyrn wjyyr tyyt -> the silent queen sees
ixlb blcpt issz -> bird draws book
wjyyr ulycnyt lxeyl -> queen creates river
ngy dlxruytt lycbt ngy gxbbyr osjrncxr -> the princess reads the hidden mountain
Now, decrypt the following text: ngy pxty wjyyr blcpt",the wise queen draws,text_decryption,monoalphabetic_substitution,synthetic_v1
synv1_uni_000011,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
6.07 m becomes 5.46
5.81 m becomes 5.23
35.21 m becomes 31.69
70.64 m becomes 63.58
46.50 m becomes 41.85
27.03 m becomes 24.33
Now, convert the following measurement: 59.41 m",53.47,unit_conversion,linear_scale,synthetic_v1
synv1_bit_000012,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10101010 -> 00000100
10011110 -> 11010100
01101100 -> 00011111
01110000 -> 01101111
00110111 -> 01110010
01101001 -> 00001011
11110101 -> 01111001
10011111 -> 11010000

Now, determine the output for: 01101000",00001111,bit_manipulation,rotl2_xor_ae,synthetic_v1
synv1_equ_000012,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
""$$(| = -((+[
**)_ = !!`]
)|]</ = `[;/'
-)]!^ = <`;$)
Now, determine the result for: []\!""*",#;%$-!,equation_symbol_transformation,symbol_substitution,synthetic_v1
