 id,prompt,answer,family,rule_name,source
synthetic_v2_bit_000002,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
01010100 -> 11001011
10110111 -> 00110011
00010111 -> 00011011
10000111 -> 00111111
10011011 -> 00111000
00011110 -> 01011001
10101001 -> 10110100
01000011 -> 00001110
10101111 -> 00110101

Now, determine the output for: 00111101",10010001,bit_manipulation,rotl6_xor_de,synthetic_v2
synthetic_v2_equ_000002,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
!?+ = \?!
^'][) = )]:""^
\'""*~& = ']|%&#
$^&*[ = -)#%""
&'-)-"" = #](^(|
<|+[\ = _;!""'
Now, determine the result for: [-?[^","""(?"")",equation_symbol_transformation,symbol_substitution,synthetic_v2
synthetic_v2_gra_000002,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 2.55s, distance = 39.15 m
For t = 4.42s, distance = 117.61 m
For t = 2.22s, distance = 29.67 m
For t = 1.93s, distance = 22.42 m
Now, determine the falling distance for t = 3.03s given d = 0.5*g*t^2.",55.27,gravity_formula,gravity_constant,synthetic_v2
synthetic_v2_num_000002,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
47 -> XLVII
202 -> CCII
262 -> CCLXII
273 -> CCLXXIII
144 -> CXLIV
261 -> CCLXI
Now, write the number 109 in the Wonderland numeral system.",CIX,numeral_system,roman_numeral,synthetic_v2
synthetic_v2_tex_000002,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
wlv ydgv azw yndwvg -> the wise cat writes
wlv ikrxvq ydsznx anvzwvg -> the golden wizard creates
wlv mndilw lzwwvn xnzyg -> the bright hatter draws
cbvvq xdgakevng ezrrvp -> queen discovers valley
wlv mndilw jkbgv xnzyg -> the bright mouse draws
Now, decrypt the following text: wlv ikrxvq lzwwvn xdgakevng",the golden hatter discovers,text_decryption,monoalphabetic_substitution,synthetic_v2
synthetic_v2_uni_000002,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
53.69 m becomes 69.74
68.29 m becomes 88.71
14.68 m becomes 19.07
64.86 m becomes 84.25
Now, convert the following measurement: 55.60 m",72.22,unit_conversion,linear_scale,synthetic_v2
synthetic_v2_bit_000003,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
01111100 -> 11001001
00000100 -> 11001001
10001110 -> 11001001
10100111 -> 11001001
11110110 -> 11001001
11010001 -> 11001001
01011110 -> 11001001

Now, determine the output for: 00110000",11001001,bit_manipulation,mask_mix_8e_9f_56,synthetic_v2
synthetic_v2_equ_000003,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
<$-)\ = `+|$?
>$! = /+-
+"":""-> = ^\&\|/
)*_$[ = $>]+(
!-^ = -|)
[/*] = (;>_
Now, determine the result for: <[):!",`($&-,equation_symbol_transformation,symbol_substitution,synthetic_v2
synthetic_v2_gra_000003,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 3.34s, distance = 55.00 m
For t = 1.09s, distance = 5.86 m
For t = 4.8s, distance = 113.59 m
For t = 1.04s, distance = 5.33 m
Now, determine the falling distance for t = 1.46s given d = 0.5*g*t^2.",10.51,gravity_formula,gravity_constant,synthetic_v2
synthetic_v2_num_000003,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
4 -> IV
148 -> CXLVIII
390 -> CCCXC
133 -> CXXXIII
Now, write the number 155 in the Wonderland numeral system.",CLV,numeral_system,roman_numeral,synthetic_v2
synthetic_v2_tex_000003,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
yvk pmiykqchti jqcsfkii fveiki -> the mysterious princess chases
yvk ncik iytaksy rhoohni -> the wise student follows
btkks acifhwkqi phtsyecs -> queen discovers mountain
yvk lhoaks aqelhs rcsai -> the golden dragon finds
aqelhs hjksi rhqkiy -> dragon opens forest
Now, decrypt the following text: yvk iytaksy acifhwkqi yvk lhoaks rhqkiy",the student discovers the golden forest,text_decryption,monoalphabetic_substitution,synthetic_v2
synthetic_v2_uni_000003,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
41.92 m becomes 22.80
76.81 m becomes 41.78
78.32 m becomes 42.61
45.99 m becomes 25.02
Now, convert the following measurement: 35.6 m",19.37,unit_conversion,linear_scale,synthetic_v2
synthetic_v2_bit_000004,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10001010 -> 01100011
10101111 -> 11000111
01001101 -> 10011011
00101110 -> 11110111
01011101 -> 10011001
01011111 -> 11011001
01011001 -> 00011001

Now, determine the output for: 00001000",00110011,bit_manipulation,rotl5_xor_32,synthetic_v2
synthetic_v2_equ_000004,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
''#\ = !!]#
~&@ = ?;^
/<_ = :|%
@*+& = ^'*;
|\:#? = +#~]\
Now, determine the result for: #??@_",]\\^%,equation_symbol_transformation,symbol_substitution,synthetic_v2
synthetic_v2_gra_000004,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 1.38s, distance = 3.16 m
For t = 2.07s, distance = 7.11 m
For t = 1.70s, distance = 4.80 m
For t = 3.3s, distance = 18.08 m
Now, determine the falling distance for t = 5.80s given d = 0.5*g*t^2.",55.84,gravity_formula,gravity_constant,synthetic_v2
synthetic_v2_num_000004,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
334 -> CCCXXXIV
312 -> CCCXII
341 -> CCCXLI
237 -> CCXXXVII
283 -> CCLXXXIII
116 -> CXVI
Now, write the number 105 in the Wonderland numeral system.",CV,numeral_system,roman_numeral,synthetic_v2
synthetic_v2_tex_000004,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
lys utms pziqvb wyimsm -> the wise dragon chases
wil ptmwvxszm qizpsb -> cat discovers garden
lys ytppsb avems taiqtbsm -> the hidden mouse imagines
lys utms ftzp pzium -> the wise bird draws
utjizp fetdpm qizpsb -> wizard builds garden
Now, decrypt the following text: pziqvb ptmwvxszm lys utms qizpsb",dragon discovers the wise garden,text_decryption,monoalphabetic_substitution,synthetic_v2
synthetic_v2_uni_000004,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
77.20 m becomes 44.78
60.2 m becomes 34.92
14.1 m becomes 8.18
Now, convert the following measurement: 40.70 m",23.61,unit_conversion,linear_scale,synthetic_v2
synthetic_v2_bit_000005,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00110101 -> 00100001
00001011 -> 00110001
11011100 -> 00100000
10000000 -> 00110000
10100110 -> 00110000
11001101 -> 00110001

Now, determine the output for: 11111001",00100001,bit_manipulation,mask_mix_31_e4_d4,synthetic_v2
synthetic_v2_equ_000005,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
""/: = )<&
';|[ = ![|-
@)? = _'~
>~%^ = `%$\
Now, determine the result for: /?~",<~%,equation_symbol_transformation,symbol_substitution,synthetic_v2
synthetic_v2_gra_000005,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 5.7s, distance = 276.33 m
For t = 4.38s, distance = 163.16 m
For t = 3.67s, distance = 114.55 m
For t = 5.61s, distance = 267.67 m
For t = 1.30s, distance = 14.37 m
Now, determine the falling distance for t = 5.0s given d = 0.5*g*t^2.",212.63,gravity_formula,gravity_constant,synthetic_v2
synthetic_v2_num_000005,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
126 -> CXXVI
240 -> CCXL
292 -> CCXCII
225 -> CCXXV
Now, write the number 204 in the Wonderland numeral system.",CCIV,numeral_system,roman_numeral,synthetic_v2
synthetic_v2_tex_000005,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
xav tpzrvc beqclvii reyoi -> the golden princess draws
reytpc pbvci upmcxyqc -> dragon opens mountain
ayxxve reyoi dpevix -> hatter draws forest
jmvvc reyoi xav oqiv wyzzvf -> queen draws the wise valley
xav ufixveqpmi rpt evyri -> the mysterious dog reads
Now, decrypt the following text: beqclvii pbvci dpevix",princess opens forest,text_decryption,monoalphabetic_substitution,synthetic_v2
synthetic_v2_uni_000005,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
9.31 m becomes 3.48
77.5 m becomes 28.98
53.88 m becomes 20.15
Now, convert the following measurement: 3.08 m",1.15,unit_conversion,linear_scale,synthetic_v2
synthetic_v2_bit_000006,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00001010 -> 10010110
01101000 -> 11010000
10100001 -> 01000011
00111111 -> 00111010
00100110 -> 10100010
11011010 -> 10011101
01011001 -> 01011100
01111111 -> 00111000

Now, determine the output for: 10010011",00001111,bit_manipulation,reverse_xor_c6,synthetic_v2
synthetic_v2_equ_000006,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
]@_% = )~@+
^`;@ = $^]~
*)|>@ = -_<#~
''- = **&
;"""" = ]||
Now, determine the result for: ""%;",|+],equation_symbol_transformation,symbol_substitution,synthetic_v2
synthetic_v2_gra_000006,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 2.68s, distance = 44.49 m
For t = 5.50s, distance = 187.40 m
For t = 1.37s, distance = 11.63 m
For t = 1.1s, distance = 7.50 m
For t = 4.93s, distance = 150.57 m
For t = 2.45s, distance = 37.19 m
Now, determine the falling distance for t = 3.85s given d = 0.5*g*t^2.",91.83,gravity_formula,gravity_constant,synthetic_v2
synthetic_v2_num_000006,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
149 -> CXLIX
247 -> CCXLVII
382 -> CCCLXXXII
12 -> XII
146 -> CXLVI
309 -> CCCIX
Now, write the number 369 in the Wonderland numeral system.",CCCLXIX,numeral_system,roman_numeral,synthetic_v2
synthetic_v2_tex_000006,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
geb koqxeg woqzybvv obchv -> the bright princess reads
geb koqxeg hocxpz vbbv -> the bright dragon sees
woqzybvv hqvypsbov wpgqpz -> princess discovers potion
geb xpahbz urbbz yecvbv -> the golden queen chases
nprvb toqgbv ipobvg -> mouse writes forest
Now, decrypt the following text: geb hocxpz hqvypsbov geb xpahbz ipobvg",the dragon discovers the golden forest,text_decryption,monoalphabetic_substitution,synthetic_v2
synthetic_v2_uni_000006,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
26.92 m becomes 32.95
67.18 m becomes 82.23
56.64 m becomes 69.33
65.0 m becomes 79.56
38.2 m becomes 46.76
Now, convert the following measurement: 70.72 m",86.56,unit_conversion,linear_scale,synthetic_v2
synthetic_v2_bit_000007,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00000001 -> 01001100
10101011 -> 11100110
00010101 -> 01011000
00000101 -> 01001000
00110101 -> 01111000
01000011 -> 00001110
10101100 -> 11100001

Now, determine the output for: 00111100",01110001,bit_manipulation,not_xor_b2,synthetic_v2
synthetic_v2_equ_000007,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
*?+% = |-?!
@|$?|^ = :"")-""&
;]( = *(;
[!;? = `\*-
$\+?+ = )%?-?
>:!> = _[\_
Now, determine the result for: !%|\;","\!""%*",equation_symbol_transformation,symbol_substitution,synthetic_v2
synthetic_v2_gra_000007,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 3.2s, distance = 120.32 m
For t = 2.85s, distance = 95.44 m
For t = 2.36s, distance = 65.44 m
For t = 0.92s, distance = 9.95 m
For t = 3.2s, distance = 120.32 m
For t = 3.26s, distance = 124.87 m
Now, determine the falling distance for t = 2.43s given d = 0.5*g*t^2.",69.38,gravity_formula,gravity_constant,synthetic_v2
synthetic_v2_num_000007,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
79 -> LXXIX
189 -> CLXXXIX
301 -> CCCI
244 -> CCXLIV
40 -> XL
48 -> XLVIII
Now, write the number 277 in the Wonderland numeral system.",CCLXXVII,numeral_system,roman_numeral,synthetic_v2
synthetic_v2_tex_000007,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
vwy fgjryo xgdky adhjrk -> the golden mouse builds
vwy khjyov mdyyo qnhvyk -> the silent queen writes
kvdryov nysrk zskvjy -> student reads castle
vwy anhfwv ahnr kyyk -> the bright bird sees
xgdky znysvyk xgdovsho -> mouse creates mountain
Now, decrypt the following text: vwy mdyyo nysrk vwy anhfwv xgdovsho",the queen reads the bright mountain,text_decryption,monoalphabetic_substitution,synthetic_v2
synthetic_v2_uni_000007,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
15.95 m becomes 19.94
57.64 m becomes 72.05
22.26 m becomes 27.83
40.87 m becomes 51.09
34.63 m becomes 43.29
9.66 m becomes 12.07
Now, convert the following measurement: 65.41 m",81.76,unit_conversion,linear_scale,synthetic_v2
synthetic_v2_bit_000008,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11110101 -> 00000100
00000001 -> 11110000
01101111 -> 10011110
00010010 -> 11100011
10010110 -> 01100111
01000101 -> 10110100
00101000 -> 11011001
00110100 -> 11000101
11111111 -> 00001110

Now, determine the output for: 00111101",11001100,bit_manipulation,not_xor_0e,synthetic_v2
synthetic_v2_equ_000008,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
>>| = ^^@
/_!%~% = #;-(&(
@_`[ = _;?)
!*:(+' = -""~$!`
?$^[/ = :|*)#
:~;[: = ~&')~
Now, determine the result for: :?!~[>",~:-&)^,equation_symbol_transformation,symbol_substitution,synthetic_v2
synthetic_v2_gra_000008,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 3.43s, distance = 119.65 m
For t = 5.1s, distance = 264.52 m
For t = 2.92s, distance = 86.71 m
For t = 1.55s, distance = 24.43 m
Now, determine the falling distance for t = 1.76s given d = 0.5*g*t^2.",31.50,gravity_formula,gravity_constant,synthetic_v2
synthetic_v2_num_000008,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
362 -> CCCLXII
275 -> CCLXXV
8 -> VIII
281 -> CCLXXXI
Now, write the number 346 in the Wonderland numeral system.",CCCXLVI,numeral_system,roman_numeral,synthetic_v2
synthetic_v2_tex_000008,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
dzw zvttwx thfplx vbfpvxwj -> the hidden dragon imagines
zfddwh olrrlsj bvhhlh -> hatter follows mirror
dzw plrtwx jdmtwxd ihwfdwj -> the golden student creates
dzw bfpvifr jdmtwxd shvdwj -> the magical student writes
zfddwh thfsj bvhhlh -> hatter draws mirror
Now, decrypt the following text: thfplx olrrlsj dzw bfpvifr bvhhlh",dragon follows the magical mirror,text_decryption,monoalphabetic_substitution,synthetic_v2
synthetic_v2_uni_000008,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
41.5 m becomes 75.12
62.07 m becomes 112.35
53.56 m becomes 96.94
68.26 m becomes 123.55
26.05 m becomes 47.15
74.07 m becomes 134.07
Now, convert the following measurement: 23.21 m",42.01,unit_conversion,linear_scale,synthetic_v2
synthetic_v2_bit_000009,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00100101 -> 00111010
10010100 -> 00101010
11010101 -> 00101010
11101101 -> 00111010
01001011 -> 00111010
01101101 -> 00111010
10111000 -> 00101010
11110010 -> 00101010

Now, determine the output for: 10111010",00101010,bit_manipulation,mask_mix_12_aa_90,synthetic_v2
synthetic_v2_equ_000009,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
$[*@%@ = \[!^#^
(<-""`% = /$;&`#
:`#` = -`+`
:\&|$ = -]@'\
(%] = /#|
Now, determine the result for: ""`]",&`|,equation_symbol_transformation,symbol_substitution,synthetic_v2
synthetic_v2_gra_000009,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 3.63s, distance = 39.14 m
For t = 4.75s, distance = 67.01 m
For t = 5.06s, distance = 76.04 m
For t = 2.22s, distance = 14.64 m
For t = 1.77s, distance = 9.30 m
Now, determine the falling distance for t = 3.54s given d = 0.5*g*t^2.",37.22,gravity_formula,gravity_constant,synthetic_v2
synthetic_v2_num_000009,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
71 -> LXXI
378 -> CCCLXXVIII
209 -> CCIX
346 -> CCCXLVI
Now, write the number 158 in the Wonderland numeral system.",CLVIII,numeral_system,roman_numeral,synthetic_v2
synthetic_v2_tex_000009,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
adm onirml kqa emme -> the golden cat sees
adm onirml dqaamx bniinpe -> the golden hatter follows
hnvem emme rnnx -> mouse sees door
adm pwem ywxr rxqpe -> the wise bird draws
eavrmla xmqre oqxrml -> student reads garden
Now, decrypt the following text: adm dqaamx emme adm pwem oqxrml",the hatter sees the wise garden,text_decryption,monoalphabetic_substitution,synthetic_v2
synthetic_v2_uni_000009,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
73.6 m becomes 47.32
2.59 m becomes 1.67
29.8 m becomes 19.16
38.8 m becomes 24.95
Now, convert the following measurement: 41.54 m",26.71,unit_conversion,linear_scale,synthetic_v2
synthetic_v2_bit_000010,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11000001 -> 01111111
11101000 -> 01010110
10011000 -> 00100110
00110010 -> 10001100
00101100 -> 10010010
11010101 -> 01101011
00001100 -> 10110010

Now, determine the output for: 01110110",11001000,bit_manipulation,xor_be,synthetic_v2
synthetic_v2_equ_000010,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
-:` = >)%
-;/+ = >](+
|\>`#! = [@$%""\
%""] = :<'
\#>?)_ = @""$?!*
)(|\ = !`[@
Now, determine the result for: _:-",*)>,equation_symbol_transformation,symbol_substitution,synthetic_v2
synthetic_v2_gra_000010,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 3.87s, distance = 76.46 m
For t = 3.6s, distance = 66.16 m
For t = 4.23s, distance = 91.34 m
For t = 2.95s, distance = 44.43 m
For t = 3.72s, distance = 70.65 m
Now, determine the falling distance for t = 4.34s given d = 0.5*g*t^2.",96.16,gravity_formula,gravity_constant,synthetic_v2
synthetic_v2_num_000010,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
12 -> XII
76 -> LXXVI
107 -> CVII
30 -> XXX
Now, write the number 36 in the Wonderland numeral system.",XXXVI,numeral_system,roman_numeral,synthetic_v2
synthetic_v2_tex_000010,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
wlt icftqw dattq kxeni -> the silent queen draws
oxcqmtii kxeni reo -> princess draws map
wlt icftqw kuj uotqi -> the silent dog opens
wlt jufktq kuj kxeni -> the golden dog draws
lewwtx scqki yefftz -> hatter finds valley
Now, decrypt the following text: dattq kxeni wlt jufktq yefftz",queen draws the golden valley,text_decryption,monoalphabetic_substitution,synthetic_v2
synthetic_v2_uni_000010,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
25.87 m becomes 16.30
77.55 m becomes 48.86
35.34 m becomes 22.26
48.96 m becomes 30.84
Now, convert the following measurement: 54.73 m",34.48,unit_conversion,linear_scale,synthetic_v2
synthetic_v2_bit_000011,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00010110 -> 01001101
00000001 -> 10101111
01001011 -> 11100110
01111010 -> 11000000
01101111 -> 01100010
01001101 -> 00100110
10111001 -> 10111000
01110101 -> 00100001
10111000 -> 10011000

Now, determine the output for: 00001000",10001110,bit_manipulation,rotr3_xor_8f,synthetic_v2
synthetic_v2_equ_000011,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
>$~)>"" = [`;)[<
`+(: = !*+_
/*(~;* = (@+;/@
&)-/ = ])#(
-~`@-> = #;!^#[
Now, determine the result for: /()-$",(+)#`,equation_symbol_transformation,symbol_substitution,synthetic_v2
synthetic_v2_gra_000011,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 1.85s, distance = 40.08 m
For t = 2.85s, distance = 95.11 m
For t = 4.43s, distance = 229.81 m
For t = 4.8s, distance = 269.80 m
For t = 1.10s, distance = 14.17 m
Now, determine the falling distance for t = 5.34s given d = 0.5*g*t^2.",333.92,gravity_formula,gravity_constant,synthetic_v2
synthetic_v2_num_000011,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
156 -> CLVI
80 -> LXXX
171 -> CLXXI
63 -> LXIII
359 -> CCCLIX
10 -> X
Now, write the number 140 in the Wonderland numeral system.",CXL,numeral_system,roman_numeral,synthetic_v2
synthetic_v2_tex_000011,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
xcb rzuvnzk raeob pbzho -> the magical mouse reads
xcb ypvucx hpzuai vrzuvibo -> the bright dragon imagines
xcb rzuvnzk hpzuai obbo -> the magical dragon sees
gebbi yevkho qzkkbw -> queen builds valley
gebbi hvonaqbpo eihbp pvqbp -> queen discovers under river
Now, decrypt the following text: xcb ypvucx hpzuai yevkho",the bright dragon builds,text_decryption,monoalphabetic_substitution,synthetic_v2
synthetic_v2_uni_000011,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
26.21 m becomes 43.12
34.73 m becomes 57.13
42.5 m becomes 69.91
64.16 m becomes 105.54
22.4 m becomes 36.85
Now, convert the following measurement: 49.7 m",81.76,unit_conversion,linear_scale,synthetic_v2
synthetic_v2_bit_000012,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10101010 -> 00000100
10011110 -> 11010100
01101100 -> 00011111
01110000 -> 01101111
00110111 -> 01110010
01101001 -> 00001011
11110101 -> 01111001
10011111 -> 11010000

Now, determine the output for: 01101000",00001111,bit_manipulation,rotl2_xor_ae,synthetic_v2
